rcn,code,title,language
700229,JTI-CS2-2015-CFP02-AIR-02-12,"System development for optical fiber sensing technology measurements for  industrial aeronautical contexts: composite manufacturing plants, structural test platforms and airborne conditions",en
700239,CULT-COOP-08-2016,"Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.",en
699968,FCH-03.2-2015,Hydrogen territories,en
669139,JTI-CS2-2014-CFP01-ENG-03-02,Advanced analytical tool for the understanding and the prediction of core noise for large civil aero engine with low emission core,en
704149,BBI.2018.SO1.D2,"Find solutions to dilution, pollution and content diversity challenges to turn mixed urban bio-waste (1) into sustainable feedstock for the bio-based industry",en
704158,JTI-CS2-2018-CfP08-AIR-01-37,Composite mould tool based on 3D printing,en
704134,SGA-LPMT-01-2018,Specific Grant Agreement European Low-Power Microprocessor Technologies 2018,en
704166,JTI-CS2-2018-CfP08-AIR-03-02,Non destructive testing (NDT) of bonded assemblies,en
703577,JTI-CS2-2018-CfP08-ENG-01-34,Airflow characterization through rotating labyrinth seal,en
703338,TRANSFORMATIONS-01-2018,Research for inclusive growth: addressing the socioeconomic effects of technological transformations,en
703802,SC1-HCO-10-2018,Coordinating European brain research and developing global initiatives,en
702781,BBI.2017.R7,Novel secondary bio-based chemicals without significant fossil-based counterparts but with high application potential,en
702094,SFS-28-2017,Functional biodiversity â productivity gains through functional biodiversity: effective interplay of crop pollinators and pest predators,en
702780,BBI.2017.R6,"Competitive biodegradable, compostable and/or recyclable bio-based plastics for a sustainable end-of-life phase",en
702066,RUR-16-2017,Optimising interactive innovation project approaches and the delivery of EU policies to speed up innovation in rural areas,en
702591,FCH-01-7-2017,Validation of Fuel Cell Trucks for the Collect of Urban Wastes,en
702314,ICT-40-2017,Reinforcing European presence in international ICT standardisation,en
702322,EUB-03-2017,5G Networks,en
701865,SwafS-07-2016,Training on Open Science in the European Research Area,en
700896,JTI-CS2-2016-CFP03-SYS-02-16,Optimization two phases cooling solution using micro pump brick,en
701811,BIOTEC-08-2017,Support for enhancing and demonstrating the impact of KET Biotechnology projects,en
701781,SEC-13-BES-2017,Next generation of information systems to support EU external policies,en
700008,SMEInst-03-2016-2017,Dedicated support to biotechnology SMEs closing the gap from lab to market,en
700745,NMBP-01-2016,Novel hybrid materials for heterogeneous catalysis,en
700405,MG-5.3-2016,"Promoting the deployment of green transport, towards Eco-labels for logistics",en
665223,INNOSUP-2-2014,IPR helpdesk,en
702599,FCH-04-1-2017,Limiting the impact of contaminants originating from the hydrogen supply chain,en
665303,BBI.VC2.R4,Fibres and polymers from lignin,en
702350,SGA-Space-Perfo-01-2017,Improving the Performances of the SST at European Level,en
702053,BG-06-2017,"Interaction between people, oceans and seas: a strategic approach towards healthcare and well-being",en
664926,GV-1-2014,Next generation of competitive Li-ion batteries to meet customer expectations,en
664773,ISIB-04a-2014,Improved forest data,en
664644,PROTEC-1-2014,Space Weather,en
664591,SC5-14-2014,Consolidating global knowledge on the green economy in support of sustainable development objectives in Europe and internationally,en
664804,ICT-19-2015,"Technologies for creative industries, social media and convergence",en
664739,SFS-10a-2014,Scientific basis and tools for preventing and mitigating parasitic diseases of European farmed fish,en
664642,EO-2-2014,Climate Change relevant space-based Data reprocessing and calibration,en
700838,JTI-CS2-2015-CFP02-FRC-01-01,Development and demonstration of materials and manufacturing process for ultra high reliability electric Anti-ice/De-ice thermal layers for high strain civil rotor blades and airframe sections of tiltrotor,en
669230,Sesar-07-2015,Separation Management and Separation Standards,en
700845,JTI-CS2-2016-CFP03-AIR-01-16,Design Guide Lines and Simulation Methods for Additive Manufactured Titanium Components,en
700563,SC5-05-2016,A 1.5 million year look into the past for improving climate predictions,en
669119,JTI-CS2-2014-CFP01-AIR-02-01,Flightworthy Flush & Lightweight doors for unpressurized Fast Rotorcraft,en
664822,ICT-37-2014,Open Disruptive Innovation Scheme (implemented through the SME instrument),en
664994,INSO-5-2015,Social innovation Community,en
705223,JTI-CS2-2020-CFP11-SYS-03-26,Replacement of cobalt in Environmental Control System bleed valves,en
705205,JTI-CS2-2020-CFP11-LPA-03-19,Concept for Pilot State Monitoring system operation in commercial aviation,en
705204,JTI-CS2-2020-CfP11-LPA-02-37,Thermoplastic fuselage repair process  integrated on manufacturing line,en
705207,JTI-CS2-2020-CFP11-REG-01-20,Aerodynamics experimental characterization and new experimental testing methodologies for distributed electrical propulsion,en
705210,JTI-CS2-2020-CFP11-AIR-01-47,Additive Manufacturing demonstration on test article for a trailing edge application with a sliding pad concept,en
705192,IBA-SC6-OECD-2020,Implementation of the OECD-European Commission administrative arrangement,en
705206,JTI-CS2-2020-CFP11-AIR-01-46,Evaluation of NDT Techniques for Assessment of Critical Process and Manufacturing Related Flaws and Defects for a Ti-alloy,en
705184,FCH-02-5-2020,Underground storage of renewable hydrogen in depleted gas fields and other geological stores,en
705208,JTI-CS2-2020-CFP11-AIR-03-11,Development and execution of new test methods for thermoset panel manufactured in an automated tape layup of dry unidirectional fibres (UD) or non-crimped fabrics (NCF) and subsequent infusion,en
705200,JTI-CS2-2020-CfP11-LPA-01-96,Analytical and experimental characterization of aerodynamic and aeroacoustic effects of closely operating propellers for distributed propulsion wing solutions.,en
705211,JTI-CS2-2020-CfP11-SYS-01-23,Development of a multi-position valve with associated actuator for cargo fire protection,en
705166,FCH-01-1-2020,Development of hydrogen tanks for electric vehicle architectures,en
705168,FCH-01-4-2020,Standard Sized FC module for Heavy Duty applications,en
705196,JTI-CS2-2020-CfP11-LPA-01-95,Passive Actuated Inlet for UHBR engine ventilation,en
705193,JTI-CS2-2020-CfP11-LPA-01-91,Development and validation of a method to predict non-linear aerodynamic characteristics of lifting surfaces with controls,en
705195,JTI-CS2-2020-CfP11-LPA-01-97,Insulation Monitoring for IT Grounded (Isolation Terra) Aerospace Electrical Systems,en
705186,FCH-04-3-2020,Development of eco-design guidelines for FCH products,en
705197,JTI-CS2-2020-CfP11-LPA-01-94,Installed UHBR Nacelle Off-Design Performance Characteristics.,en
705185,FCH-04-5-2020,Guidelines for Life Cycle Sustainability Assessment (LCSA) of fuel cell and hydrogen systems,en
705167,FCH-01-3-2020,Liquid Hydrogen on-board storage tanks,en
705217,JTI-CS2-2020-CfP11-TE2-01-12,Airport level assessments for fixed wing aircraft,en
705212,JTI-CS2-2020-CfP11-SYS-01-22,Oxygen Absorbing Metal-Air-Batteries for Long Term Cargo Compartment Inertisation,en
705214,JTI-CS2-2020-CFP11-AIR-03-10,Innovative light metallic and thermoplastic airframe section full scale testing,en
705216,JTI-CS2-2020-CFP11-SYS-02-64,Human Safe HVDC Interconnection components,en
705194,JTI-CS2-2020-CfP11-LPA-01-90,Automated thermography for inspection of welded safety critical engine components,en
705213,JTI-CS2-2020-CFP11-SYS-02-63,Decentralised HVDC power conversion module for innovative optimised aircraft electrical network distribution,en
705182,FCH-02-9-2020,Fuel cell for prime power in data-centres,en
705215,JTI-CS2-2020-CFP11-SYS-03-25,Investigation and modelling of hydrogen effusion in electrochemically plated ultra-high-strength-steels used for landing gear structures,en
705176,FCH-04-1-2020,Overcoming technical and administrative barriers to deployment of multi-fuel hydrogen refuelling stations (HRS),en
705179,FCH-02-6-2020,Electrolyser module for offshore production of renewable hydrogen,en
705187,FCH-04-2-2020,PNR on hydrogen-based fuels solutions for passenger ships,en
705181,FCH-02-4-2020,Flexi-fuel stationary SOFC,en
705173,FCH-01-7-2020,Extending the use cases for FC trains through innovative designs and streamlined administrative framework,en
705175,FCH-02-3-2020,Diagnostics and Control of SOE,en
705170,FCH-01-8-2020,Scale-up and demonstration of innovative hydrogen compressor technology for full-scale hydrogen refuelling station,en
705172,FCH-02-1-2020,Catalyst development for improved economic viability of LOHC technology,en
705180,FCH-02-8-2020,Demonstration of large-scale co-electrolysis for the Industrial Power-to-X market,en
705171,FCH-01-5-2020,Demonstration of FC Coaches for regional passenger transport,en
705165,FCH-01-2-2020,Durability-Lifetime of stacks for Heavy Duty trucks,en
705202,JTI-CS2-2020-CfP11-LPA-02-36,Large scale aircraft composite structures recycling [ECO],en
705190,JTI-CS2-2020-CfP11-LPA-01-89,Advanced characterization of friction and surface damage for gears running in loss of lubrication conditions,en
705188,FCH-04-4-2020,Development and validation of existing and novel recycling technologies for key FCH products,en
705199,JTI-CS2-2020-CfP11-LPA-01-93,Engine bleed jet pumps continuous behaviour modelization,en
705177,FCH-03-2-2020,Decarbonising islands using renewable energies and hydrogen - H2 Islands,en
705183,FCH-03-1-2020,HT proton conducting ceramic materials for highly efficient and flexible operation,en
705203,JTI-CS2-2020-CfP11-LPA-02-34,"Tooling, Equipment and Auxiliaries for the closure of a longitudinal Barrel Joint: Overlap joint and Frame Coupling integration",en
705209,JTI-CS2-2020-CFP11-SYS-02-62,Thermoplastic wheel for electrical Environmental Control System,en
705201,JTI-CS2-2020-CfP11-LPA-02-35,Innovative disbond arrest features for long thermoplastic welded joints,en
705198,JTI-CS2-2020-CfP11-LPA-02-33,"Tooling, Equipment and Auxiliaries for the closure of a longitudinal Barrel Joint: Butt strap integration and Lightning Strike Protection continuity",en
705178,FCH-02-7-2020,Cyclic testing of renewable hydrogen storage in a small salt cavern,en
705191,JTI-CS2-2020-CfP11-LPA-01-88,Development of New digital Microphone-MEMS-Sensors for wind tunnels with open/closed test sections and flight tests,en
705174,FCH-02-2-2020,Highly efficient hydrogen production using solid oxide electrolysis integrated with renewable heat and power,en
705169,FCH-01-6-2020,Demonstration of liquid hydrogen as a fuel for segments of the waterborne sector,en
703346,SU-GOVERNANCE-10-2019,Drivers and contexts of violent extremism in the broader MENA region and the Balkans,en
703796,SC1-BHC-09-2018,Innovation platforms for advanced therapies of the future,en
703032,MG-4-2-2018,Building Open Science platforms in transport research,en
702219,BBI-2016-F02,Converting bio-based feedstocks via chemical building blocks into advanced materials for market applications,en
700120,BBI.D7-2015,Overcoming low product yields from fermentation processes,en
700237,EE-17-2016-2017,Valorisation of waste heat in industrial systems (SPIRE PPP),en
664699,EE-05-2015,Increasing energy performance of existing buildings through process and organisation innovations and creating a market for deep renovation,en
664993,INSO-4-2015,Innovative schemes for open innovation and science 2.0,en
664095,ERC-PoC-2015,ERC Proof of Concept Grant,en
705149,S2R-OC-IP2-02-2020,Study on alternative bearers and on communication protocols,en
705155,ECSEL-2020-4-CSA,Digital Excellence,en
705133,IBA-MSCA-DE-Presidency-Conf-2020,Presidency conference,en
705148,S2R-OC-IP3-03-2020,Advanced tools and equipment: collaborative robots & wearable mobile machines (TD3.8),en
705152,S2R-OC-IP3-02-2020,Technology Development for Railway Systems Asset Management (TD3.6),en
705158,IBA-ARF-InnoWeek-2020,13. Innovative Enterprise Week 2020,en
705143,S2R-CFM-IP5-01-2020,Formulation of the freight train of the future,en
705144,S2R-CFM-IP4-01-2020,Enhancing IP4 Ecosystem,en
705156,ECSEL-2020-2-RIA,ECSEL-2020-2-RIA,en
705130,IMI2-2020-20-04,Tumour plasticity,en
705145,S2R-OC-IP1-03-2020,Innovative technologies for Carbodies and Running Gear of the future (TD1.3 + TD 1.4),en
705135,DEE-Prize-2020,Horizon Impact Award,en
705048,EuroHPC-06-2019,Advanced Experimental Platform Towards Exascale,en
705150,S2R-OC-IP4-01-2020,Supporting the implementation of the IP4 multi-modal transport ecosystem (iTD4.7),en
705139,S2R-OC-IP1-02-2020,Network and end-device equipment for the validation of the next generation of TCMS (TD1.2),en
705153,S2R-CFM-IPX-CCA-02-2020,Evolution of Railways System Architecture and Conceptual Data Model (CDM),en
705137,S2R-OC-IP1-01-2020,Support to Development of next generation of Traction systems (TD1.1),en
705136,S2R-CFM-IP1-01-2020,"Demonstrators for the next generation of traction systems, smart maintenance, virtual validation and eco-friendly HVAC, and Technical research on battery and hydrogen powered regional trains (BEMU/ HMU) (IP1/IP3)",en
705146,S2R-OC-IPX-01-2020,Innovation in guided transport,en
705131,IMI2-2020-20-05,Proton versus photon therapy for oesophageal cancer - a trimodality strategy,en
705154,S2R-OC-CCA-01-2020,Noise and Vibration (WA5),en
705151,S2R-OC-IP2-01-2020,"Modelling of the Moving Block system specification and future architecture (TD2.3) + RAIM algorithms, Assessment Report and support for Railway Minimum Operational Performance Standards (TD2.4)",en
705140,S2R-CFM-IPX-01-2020,Advanced Functions towards Autonomous Trains,en
705129,IMI2-2020-20-01,"Early diagnosis, prediction of radiographic outcomes and developmental of rational, personalised treatment strategies to improve long-term outcomes in Proriatric Arthritis",en
705147,S2R-OC-IP3-01-2020,Next Generation Track Transition Zones (TD3.4),en
705132,IMI2-2020-20-06,Handling of protein drug products and stability concerns,en
705127,IBA-SWFS-EUCYS-2020,EUCYS 2020,en
705138,S2R-CFM-IP2-01-2020,"Completion of activities for Adaptable Communication, Moving Block, Fail safe Train Localisation (including satellite), Zero on site Testing, Formal Methods and Cyber Security",en
705142,S2R-CFM-IP1-02-2020,Validation of new technologies for the TCMS,en
705128,IMI2-2020-20-02,Innovations to accelerate vaccine development vaccine development and manufacture,en
705157,ECSEL-2020-1-IA,ECSEL-IA,en
705141,S2R-CFM-IP3-01-2020,Research into optimised and future railway infrastructure,en
705126,IBA-SWFS-SCIENTIX-2020,SCIENTIX IV - Building and managing Science Education Community in Europe by promoting Inquiry-Based Science Education and other initiatives at national level,en
704277,FCH-02-5-2019,Systematic validation of the ability to inject hydrogen at various admixture level into high-pressure gas networks in operational conditions,en
704065,FCH-04-1-2019,Training of Responders,en
705134,ERC-2020-ADG,ERC ADVANCED GRANT,en
704074,FCH-02-6-2019,"New materials, architectures and manufacturing processes for Solid Oxide Cells",en
704273,FCH-04-3-2019,Hydrogen admixtures in natural gas domestic and commercial end uses,en
704070,FCH-02-3-2019,Continuous supply of green or low carbon H2 and CHP via Solid Oxide Cell based Polygeneration,en
704075,FCH-02-8-2019,Enhancement of durability and reliability of stationary PEM and SOFC systems by implementation and integration of advanced diagnostic and control tools,en
704050,SESAR-IR-VLD-WAVE2-05-2019,PJ.05 W2 Digital technologies for Tower,en
704091,S2R-CFM-IPX-CCA-01-2019,S2R System Architecture and Conceptual Data Model,en
704280,FCH-02-4-2019,New Anion Exchange Membrane Electrolysers,en
704046,IBA-INFRA-CONF-2019,International Conference on Research Infrastructures,en
704272,FCH-02-2-2019,Multi megawatt high-temperature electrolyser for valorisation as energy vector in energy intensive industry,en
704066,FCH-01-3-2019,Cyber-physical platform for hybrid Fuel Cell systems,en
704073,FCH-02-7-2019,Development of highly efficient and flexible mini CHP fuel cell system based on HTPEMFCs,en
703701,IBA-SC3-EERA-2018,Support to the coordination of national research and innovation programmes in the areas of activities of the European Energy Research Alliance (EERA),en
703275,LC-SC3-JA-1-2018,Joint programming actions to foster innovative energy solutions,en
703083,SC1-BHC-22-2019,Mental health in the workplace,en
665234,NMP-25-2015,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs",en
669129,JTI-CS2-2014-CFP01-AIR-02-06,Simulation tool development for a composite manufacturing process default prediction integrated into a quality control  system,en
664859,LCE-12-2014,Demonstrating advanced biofuel technologies,en
664873,LCE-22-2014,Fostering the network of National Contact Points,en
664688,EE-11-2014,New ICT-based solutions for energy efficiency,en
704090,S2R-OC-IPX-02-2019,Breaking language barriers,en
704284,S2R-OC-IP2-01-2019,Demonstrator development for the use of Formal Methods in railway environment and Support to implementation of CSIRT to the railway sector,en
704274,S2R-OC-IP1-01-2019,Advanced Car body shells for railways and light material and innovative doors and train modularity,en
704086,S2R-OC-IP5-02-2019,Advanced obstacle detection and track intrusion system for autonomous freight train,en
704084,S2R-OC-IP3-01-2019,Future traction power supply for railways and public transport,en
704087,S2R-OC-IP5-01-2019,Condition-based and preventive maintenance for locomotive bogie,en
704285,S2R-OC-CCA-01-2019,Noise & Vibration,en
704082,S2R-OC-IP4-01-2019,Complementary Travel Expert Services,en
703653,IMI2-2018-15-07,AMR Accelerator programme Pillar A: Capability Building Network to accelerate and validate scientific discoveries,en
664956,EURO-3-2014,European societies after the crisis,en
664864,LCE-15-2014,Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS,en
665063,SPIRE-02-2014,Adaptable industrial processes allowing the use of renewables as flexible feedstock for chemical and energy applications,en
705006,IBA-SWFS-ESOF-2019,The Euroscience Open Forum (ESOF) 2020,en
664903,MG-4.3-2015,System modelling and life-cycle cost optimisation for waterborne assets,en
704033,JTI-CS2-2018-CFP09-FRC-01-25,Smart Active Inceptors System definition for Tilt Rotor application,en
702847,LC-RUR-11-2019-2020,Sustainable wood value chains,en
669111,JTI-CS2-2014-CFP01-AIR-01-04,Aero-acoustic experimental characterization of a CROR (Contra Rotating Open Rotor) engine WT model with core flow in propellers architecture,en
664604,WIDESPREAD-2-2014,ERA Chairs,en
664761,BG-10-2014,Consolidating the economic sustainability and competitiveness of European fisheries and aquaculture sectors to reap the potential of seafood markets,en
702215,BBI-2016-S01,A roadmap for the chemical industry to a bioeconomy,en
700820,SC1-HCO-06-2016,Towards an ERA-NET for building sustainable and resilient health system models,en
665117,BES-06-2015,Border crossing points topic 2: Exploring new modalities in biometric-based border checks,en
704243,SESAR-IR-VLD-WAVE2-08-2019,PJ.01 W2 Enhanced Arrival and Departures,en
703753,JTI-CS2-2018-CfP09-LPA-01-58,BLI configurations of classical tube and wing aircraft architecture - Wind tunnel tests insight into propulsor inlet distortion and power saving,en
664717,SC5-10b-2014,"Structuring research on soil, land-use and land management in Europe",en
665126,DS-01-2014,Privacy,en
703724,JTI-CS2-2018-CFP09-FRC-01-26,"Design, manufacture and deliver a high performance, low cost, low weight Nacelle Structure for Next Generation TiltRotor (NGCTR) - Technology Demonstrator (TD)",en
703973,JTI-CS2-2017-CfP07-AIR-02-57,Tests and Modelling for reliability characterization and robustness of optoelectronic transceivers for optical SHM systems,en
703457,JTI-CS2-2017-CfP07-FRC-01-16,Full scale High speed aerodynamics characteristics of the Civil Tilt Rotor,en
703033,MG-4-3-2018,Demographic change and participation of women in transport,en
700547,SC1-HCO-14-2016,EU-US interoperability roadmap,en
700381,LCE-23-2016,International Cooperation with Mexico on geothermal energy,en
665178,PHC-09-2015,PHC 9 â 2015: Vaccine development for poverty-related and neglected infectious diseases: HIV/AIDS,en
702415,FCH-04-5-2017,Definition of Accelerated Stress Testing (AST) protocols deduced from understanding of degradation mechanisms of aged stack components in Fuel Cell systems,en
665021,NMP-21-2014,Materials-based solutions for protection or preservation of European cultural heritage,en
664724,SC5-13f-2015,Strategic international dialogues and cooperation with raw materials producing countries and industry,en
705105,IBA-SC6-GERMANPRESIDENCY-2020,Presidency events- Germany,en
703678,GOVERNANCE-18-2019,Innovation in government - building an agile and citizen-centric public sector,en
700870,ENG-GLOBALLY-08-2016-2017,EU-China cooperation on sustainable urbanisation,en
700755,NMBP-18-2016,Advanced materials enabling the integration of storage technologies in the electricity grid,en
700555,BB-06-2016,The regional dimension of bio-based industries,en
702729,BB-07-2017,Plant Molecular Factory,en
700233,JTI-CS2-2015-CFP02-AIR-02-14,"Prototype Tooling for Sub-Assembly, Final Assembly and Transport of the Rotorless tail for the Compound RC.",en
700782,PILOTS-02-2016,Pilot Line Manufacturing of Nanostructured Antimicrobial Surfaces using Advanced Nanosurface Functionalization Technologies,en
665016,NMP-16-2015,"Extended in-service service of advanced functional materials in energy technologies (capture, conversion, storage and/or transmission of energy)",en
664681,EE-03-2014,Energy strategies and solutions for deep renovation of historic buildings,en
665045,FoF-06-2014,Symbiotic human-robot collaboration for safe and dynamic multimodal manufacturing systems,en
704377,LCE-35-2017,Joint Actions to foster innovative energy solutions in renewable energy technologies,en
665100,FCT-05-2014,Law enforcement capabilities topic 1: Develop novel monitoring systems and miniaturised sensors that improve Law Enforcement Agencies' evidence- gathering abilities,en
704163,JTI-CS2-2018-CfP08-AIR-02-65,Design of special welding head for FSW process with automatic adjustable pin and welding force control system [SAT],en
704155,IBA-DEE-NCP-2018,Fostering transnational cooperation between National Contact Points (NCP) in the area of quality standards and horizontal issues: follow-up project,en
703644,IBA-SC3-NCP-2018,Fostering transnational cooperation between National Contact Points (NCP) in the area of Energy: follow-up project,en
703321,NFRP-2018-2,Model development and safety assessments for Generation IV reactors,en
702340,S2R-OC-IP1-01-2017,Innovative materials & modular design for rolling stock applications,en
703050,LC-MG-1-4-2018,Hardening vehicle environmental protection systems against tampering,en
702809,IBA-SC6-ERALEARN-2017,Horizontal support to joint programming (ERA-LEARN 2020),en
702453,JTI-CS2-2017-CFP06-AIR-02-44,Adjustable high loaded rod,en
664974,REFLECTIVE-10-2014,Mobilising the network of National Contact Points in Societal Challenge 6,en
664818,ICT-33-2014,Trans-national co-operation among National Contact Points,en
701771,SEC-02-DRS-2016,Situational awareness systems to support civil protection preparation and operational decision making,en
704178,JTI-CS2-2018-CfP08-LPA-01-51,Design and manufacturing of a large-scale HLFC wing model for a transonic WTT,en
703742,JTI-CS2-2018-CfP09-SYS-01-12,Software engine for multi-criteria decision support in civil aircraft flight management,en
703602,JTI-CS2-2018-CfP08-REG-03-01,Laminar Flow robustness and Load control effectiveness evaluation for a Regional Turboprop wing,en
703218,SwafS-17-2019,Consolidating and expanding the knowledge base on citizen science,en
703979,JTI-CS2-2017-CfP07-AIR-01-30,Finalize and improve the manufacturing of the model of a laminar wing configuration bizjet (LSBJ),en
703349,SU-GOVERNANCE-11-2018,Extreme ideologies and polarisation,en
703562,JTI-CS2-2018-CfP08-AIR-01-38,Innovative test rig for the investigation of gust loads in transonic flow conditions,en
702034,FETHPC-03-2017,Exascale HPC ecosystem development,en
702224,IMI2-2016-09-06,JOINT INFLUENZA VACCINE EFFECTIVENESS STUDIES,en
702331,S2R-CFM-IP2-01-2017,"Enhancing railway signalling systems thanks to applying satellite positioning; developing an on-board safe Train Integrity; applying formal methods approach and standardised interfaces, and enhancing Traffic Management System (TMS) functions",en
702434,JTI-CS2-2017-CFP06-AIR-01-25,Prediction of aerodynamic loads at high Reynolds Number,en
702275,JTI-CS2-2016-CFP04-ENG-01-13,High load gear and bearings materials,en
702003,LCE-15-2016,Scaling up in the ocean energy sector to arrays,en
700849,JTI-CS2-2016-CFP03-ENG-01-06,Very high loaded planet bearings enabling technologies,en
702499,JTI-CS2-2017-CFP06-SYS-02-32,Power module,en
700353,MG-3.1-2016,Addressing aviation safety challenges,en
700798,JTI-CS2-2015-CFP02-REG-02-02,Powered WT model design and manufacturing of the FTB2 aircraft configuration for aerodynamic tests in wind tunnel at low and high Reynolds number,en
700322,S2R-CFM-IP2-01-2015,Start-up activities for advanced signalling and automation system,en
669141,JTI-CS2-2014-CFP01-ENG-03-03,VHBR Engine - Advanced bearing technology,en
665124,BES-13-2015,Conflict prevention and peace building topic 2: Training curricula for Conflict Prevention and Peace Building personnel,en
704509,JTI-CS2-2018-CFP09-THT-05,Advanced High Bypass Ratio Low-Speed Composite Fan Design and Validation,en
704496,S2R-CFM-IP3-01-2018,Research into optimized and future railway infrastructure,en
704367,S2R-CFM-IP2-01-2018,"Advanced Signalling, Automation and Communication System (IP2 and IP5)",en
704421,LC-SC3-EE-14-2018-2019-2020,Socio-economic research conceptualising and modelling energy efficiency and energy demand,en
704395,INFRAINNOV-02-2019,Network of research infrastructure Industrial Liaison and Contact Officers,en
665632,SC5-11b-2014,Flexible processing technologies,en
665205,PHC-34-2014,eHealth interoperability,en
703900,TRANSFORMATIONS-16-2019,Social platform on the impact assessment and the quality of interventions in European historical environment and cultural heritage sites,en
665019,NMP-19-2015,"Materials for severe operating conditions, including added-value functionalities",en
703354,DT-GOVERNANCE-13-2019,"Digitisation, Digital Single Market and European culture: new challenges for creativity, intellectual property rights and copyright",en
701929,MG-8-2-2017,"Big data in Transport: Research opportunities, challenges and limitations",en
702438,JTI-CS2-2017-CFP06-AIR-01-29,Optimisation of Friction Stir Welding (FSW) and Laser Beam Welding (LBW) for assembly of structural aircraft parts,en
704227,TRANSFORMATIONS-17-2019,Societal challenges and the arts,en
664928,GV-3-2014,Future natural gas powertrains and components for cars and vans,en
664796,ICT-11-2014,FIRE+ (Future Internet Research & Experimentation),en
703310,SU-SPACE-22-SEC-2019,Space Weather,en
700801,CBBA-01-2016,Awareness-raising and capacity-building for business angels and other early-stage investors,en
700602,S2R-OC-IP4-01-2016,"Interoperability Framework governance, ensuring its market uptake and sustainability",en
669137,JTI-CS2-2014-CFP01-ENG-03-01,Characterisation of Thermo-mechanical Fatigue Behaviour,en
669043,IMI2-2014-02-04,Deployment and compliance of vaccination regimens,en
669037,IMI2-2014-02-01,"Vaccine development Phase I, II, and III",en
665074,DRS-03-2015,Crisis management topic 3: Demonstration activity on large scale disasters and crisis management and resilience of EU external assets against major identified threats or causes of crisis,en
664842,ISIB-12e-2015,Sustainable livestock production,en
703486,S2R-OC-IP5-01-2018,Radio communication and simulation of train dynamics for Distributed Power within long trains,en
702735,CS2-GAM-2018-SAT,Small Air Transport Transverse Activity,en
704109,IBA-SPACE-SRC-SPROB-2019,Space robotics,en
704223,GOVERNANCE-19-2019,A European Social Catalyst Fund to scale up high performing social innovations in the provision of social services,en
702773,BBI.2017.F1,Integrated âzero wasteâ biorefinery utilising all fractions of the feedstock for production of chemicals and materials,en
703049,MG-4-4-2018-2019,Support for dissemination events in the field of Transport Research,en
701877,ENG-GLOBALLY-05-2017,The strategic potential of EU external trade policy,en
701778,SEC-09-FCT-2017,Toolkits integrating tools and techniques for forensic laboratories,en
701772,SEC-04-DRS-2017,Broadband communication systems,en
700827,FCH-02-1-2016,Establish testing protocols for electrolysers performing electricity grid services,en
700794,LCE-34-2016,Joint Actions towards the demonstration and validation of innovative energy solutions,en
700687,ICT-17-2016-2017,"Big data PPP: Support, industrial skills, benchmarking and evaluation",en
700187,BBI.VC3.R9-2015,Valorisation of aquatic biomass,en
699961,FCH-04.1-2015,Recycling and Dismantling Strategies for FCH Technologies,en
664765,BG-13-2014,Ocean literacy â Engaging with society â Social Innovation,en
665082,DRS-10-2015,Disaster Resilience & Climate Change topic 2: Natural Hazards: Towards risk reduction science and innovation plans at national and European level,en
699934,FCH-02.3-2015,Development of co-electrolysis using CO2 and water,en
704450,TRANSFORMATIONS-13-2019,Using big data approaches in research and innovation policy making,en
704484,IMI2-2017-13-15,Pilot programme on a Clinical Compound Bank for Repurposing: Rare/orphan diseases,en
665395,FCH-02.10-2014,Demonstrating the feasibility of central large scale electrolysers in providing grid services and hydrogen distribution and supply to multiple high value markets,en
664969,REFLECTIVE-5-2015,The cultural heritage of war in contemporary Europe,en
702776,BBI.2017.R2,Innovative technologies for the pre-treatment and separation of lignocellulosic feedstock and complex composition streams into valuable fractions while maintaining key characteristics,en
700551,LCE-32-2016,European Platform for energy-related Social Sciences and Humanities research,en
700328,SC5-12-2016,"Food systems and water resources for the development of inclusive, sustainable and healthy Euro-Mediterranean societies",en
665388,FCH-02.3-2014,Stationary fuel cell system diagnostics: development of online monitoring and diagnostics systems for reliable and durable fuel cell system operation,en
664747,SFS-15-2014,Proteins of the future,en
702987,ICT-30-2019-2020,"An empowering, inclusive Next Generation Internet",en
664898,MG-3.4-2014,Traffic safety analysis and integrated approach towards the safety of Vulnerable Road Users,en
664708,EE-16-2015,Organisational innovation to increase energy efficiency in industry,en
704224,LC-BAT-3-2019,Modelling and simulation for Redox Flow Battery development,en
702771,BBI.2017.D4,Innovative bio-based fertilising products to increase the sustainability of fertilising practices in agriculture,en
702897,NMBP-14-2018,Nanoinformatics: from materials models to predictive toxicology and ecotoxicology (RIA),en
702402,FCH-02-6-2017,Liquid organic hydrogen carrier,en
700740,NMBP-03-2016,Innovative and sustainable materials solutions for the substitution of critical raw materials in the electric power system,en
669089,JTI-CS2-2014-CFP01-FRC-02-01,"Support to the aerodynamic and aeroelastic analysis of a trimmed, complete compound R/C and related issues",en
665131,DS-06-2014,Risk management and assurance models,en
702447,JTI-CS2-2017-CFP06-AIR-02-50,Prototype Tooling for subcomponents manufacturing for fuselage.,en
